country,continent,year,lifeExp,pop,logGdpPerCap
Mauritania,Africa,1997,60.43,2444741,7.30191413563213
Mauritania,Africa,2002,62.247,2828858,7.364559390999823
Mauritania,Africa,2007,64.164,3270065,7.497291244077236
Mauritius,Africa,1952,50.986,516556,7.58475057075323
Mauritius,Africa,1957,58.089,609816,7.617778249492179
Mauritius,Africa,1962,60.246,701016,7.8356059315650075
Mauritius,Africa,1967,61.557,789309,7.814152253450816
Mauritius,Africa,1972,62.944,851334,7.853792817948089
Mauritius,Africa,1977,64.93,913025,8.219052070104222
Mauritius,Africa,1982,66.711,992040,8.212849817541699
Mauritius,Africa,1987,68.74,1042663,8.472945942194759
Mauritius,Africa,1992,69.745,1096202,8.709176893317414
Mauritius,Africa,1997,70.736,1149818,8.912702948385299
Mauritius,Africa,2002,71.954,1200206,9.107400911420072
Mauritius,Africa,2007,72.801,1250882,9.30173298996425
Mexico,Americas,1952,50.789,30144317,8.15424878655734
Mexico,Americas,1957,55.19,35015548,8.326407105197692
Mexico,Americas,1962,58.299,41121485,8.429805609488586
Mexico,Americas,1967,60.11,47995559,8.657778079079016
Mexico,Americas,1972,62.361,55984294,8.826060272000081
Mexico,Americas,1977,65.032,63759976,8.945714335670068
Mexico,Americas,1982,67.405,71640904,9.17067890596963
Mexico,Americas,1987,69.498,80122492,9.069715998158916
Mexico,Americas,1992,71.455,88111030,9.156135927985744
Mexico,Americas,1997,73.67,95895146,9.186795097766336
Mexico,Americas,2002,74.902,102479927,9.28195757967851
Mexico,Americas,2007,76.195,108700891,9.390791427138863
Mongolia,Asia,1952,42.244,800663,6.667677725242776
Mongolia,Asia,1957,45.248,882134,6.816366270676608
Mongolia,Asia,1962,48.251,1010280,6.962578595603427
Mongolia,Asia,1967,51.253,1149500,7.111545664057411
Mongolia,Asia,1972,53.754,1320500,7.259638141718719
Mongolia,Asia,1977,55.491,1528000,7.4070213467764825
Mongolia,Asia,1982,57.489,1756032,7.601203983579141
Mongolia,Asia,1987,60.222,2015133,7.757054693779342
Mongolia,Asia,1992,61.271,2312802,7.487398887903356
Mongolia,Asia,1997,63.625,2494803,7.550793779011864
Mongolia,Asia,2002,65.033,2674234,7.668906526389485
Mongolia,Asia,2007,66.803,2874127,8.037792676125699
Montenegro,Europe,1952,59.164,413834,7.88140340971963
Montenegro,Europe,1957,61.448,442829,8.211281946754317
Montenegro,Europe,1962,63.728,474528,8.444535136700948
Montenegro,Europe,1967,67.178,501035,8.684037412628841
Montenegro,Europe,1972,70.636,527678,8.959107742535375
Montenegro,Europe,1977,73.066,560073,9.16909431932682
Montenegro,Europe,1982,74.101,562548,9.325683778155126
Montenegro,Europe,1987,74.865,569473,9.370118914491124
Montenegro,Europe,1992,75.435,621621,8.85414231959231
Montenegro,Europe,1997,75.445,692651,8.774253158940985
Montenegro,Europe,2002,73.981,720230,8.788318089533377
Montenegro,Europe,2007,74.543,684736,9.132799943015339
Morocco,Africa,1952,42.873,9939217,7.431420266225739
Morocco,Africa,1957,45.423,11406350,7.403671699268385
Morocco,Africa,1962,47.924,13056604,7.356505580962649
Morocco,Africa,1967,50.335,14770296,7.4448594395346746
Morocco,Africa,1972,52.862,16660670,7.565376300112482
Morocco,Africa,1977,55.73,18396941,7.770906793168574
Morocco,Africa,1982,59.65,20198730,7.901977083581836
Morocco,Africa,1987,62.677,22987397,7.921189778065872
Morocco,Africa,1992,65.393,25798239,7.9888982816746665
Morocco,Africa,1997,67.66,28529501,8.000383652353667
Morocco,Africa,2002,69.615,31167783,8.08902089054672
Morocco,Africa,2007,71.164,33757175,8.248051572276294
Mozambique,Africa,1952,31.286,6446316,6.149591677722147
Mozambique,Africa,1957,33.779,7038035,6.20574258221079
Mozambique,Africa,1962,36.161,7788944,6.3220019824047435
Mozambique,Africa,1967,38.113,8680909,6.339775630601859
Mozambique,Africa,1972,40.328,9809596,6.586058274220437
Mozambique,Africa,1977,42.495,11127868,6.219236836068335
Mozambique,Africa,1982,42.795,12587223,6.136022394419783
Mozambique,Africa,1987,42.861,12891952,5.965829213333098
Mozambique,Africa,1992,44.284,13160731,6.0183421462415785
Mozambique,Africa,1997,46.344,16603334,6.1577119311102635
Mozambique,Africa,2002,44.026,18473780,6.451446164909682
Mozambique,Africa,2007,42.082,19951656,6.713788928589531
Myanmar,Asia,1952,36.319,20092996,5.802118375377063
Myanmar,Asia,1957,41.905,21731844,5.857933154483459
Myanmar,Asia,1962,45.108,23634436,5.961005339623274
Myanmar,Asia,1967,49.379,25870271,5.855071922202427
Myanmar,Asia,1972,53.07,28466390,5.877735781779639
Myanmar,Asia,1977,56.059,31528087,5.916202062607435
Myanmar,Asia,1982,58.056,34680442,6.049733455231958
Myanmar,Asia,1987,58.339,38028578,5.953243334287785
Myanmar,Asia,1992,59.32,40546538,5.849324779946859
Myanmar,Asia,1997,60.328,43247867,6.028278520230698
Myanmar,Asia,2002,59.908,45598081,6.415096959171596
Myanmar,Asia,2007,62.069,47761980,6.8501261661455
Namibia,Africa,1952,41.725,485831,7.793083766766791
Namibia,Africa,1957,45.226,548080,7.871482137969257
Namibia,Africa,1962,48.386,621392,8.062500736013023
Namibia,Africa,1967,51.159,706640,8.241095692065858
Namibia,Africa,1972,53.867,821782,8.228465491953687
Namibia,Africa,1977,56.437,977026,8.262684341312713
Namibia,Africa,1982,58.968,1099010,8.340718630219216
Namibia,Africa,1987,60.835,1278184,8.214392428552811
Namibia,Africa,1992,61.999,1554253,8.243949843475754
Namibia,Africa,1997,58.909,1774766,8.268609840061625
Namibia,Africa,2002,51.479,1972153,8.311969307260537
Namibia,Africa,2007,52.906,2055080,8.478672802210884
Nepal,Asia,1952,36.157,9182536,6.302373016744891
Nepal,Asia,1957,37.686,9682338,6.393484319858631
Nepal,Asia,1962,39.393,10332057,6.480653056664149
Nepal,Asia,1967,41.472,11261690,6.516847041746571
Nepal,Asia,1972,43.971,12412593,6.514398759527167
Nepal,Asia,1977,46.748,13933198,6.542633964386349
Nepal,Asia,1982,49.594,15796314,6.57698906458844
Nepal,Asia,1987,52.537,17917180,6.653678761198801
Nepal,Asia,1992,55.727,20326209,6.799880895538102
Nepal,Asia,1997,59.426,23001113,6.918588524901557
Nepal,Asia,2002,61.34,25873917,6.963385152254503
Nepal,Asia,2007,63.785,28901790,6.995179700490467
Netherlands,Europe,1952,72.13,10381988,9.098466675755006
Netherlands,Europe,1957,72.99,11026383,9.330449007106369
Netherlands,Europe,1962,73.23,11805689,9.456485316135497
Netherlands,Europe,1967,73.82,12596822,9.639733661384565
Netherlands,Europe,1972,73.75,13329874,9.841332624116353
Netherlands,Europe,1977,75.24,13852989,9.962183690139309
Netherlands,Europe,1982,76.05,14310401,9.971120988542578
Netherlands,Europe,1987,76.83,14665278,10.071174358950202
Netherlands,Europe,1992,77.42,15174244,10.195819408345681
Netherlands,Europe,1997,78.03,15604464,10.317123542219564
Netherlands,Europe,2002,78.53,16122830,10.42598749884112
Netherlands,Europe,2007,79.762,16570613,10.513196962797394
New Zealand,Oceania,1952,69.39,1994794,9.264504230050656
New Zealand,Oceania,1957,70.26,2229407,9.413068566425785
New Zealand,Oceania,1962,71.24,2488550,9.486127833186055
New Zealand,Oceania,1967,71.52,2728150,9.579412477666029
New Zealand,Oceania,1972,71.89,2929100,9.683217199631356
New Zealand,Oceania,1977,72.22,3164900,9.69484569774033
New Zealand,Oceania,1982,73.84,3210650,9.777493987543831
New Zealand,Oceania,1987,74.32,3317166,9.852572675487073
New Zealand,Oceania,1992,76.33,3437674,9.8181107447283
New Zealand,Oceania,1997,77.55,3676187,9.954675495449408
New Zealand,Oceania,2002,79.11,3908037,10.051467864020562
New Zealand,Oceania,2007,80.204,4115771,10.134004219902934
Nicaragua,Americas,1952,42.314,1165790,8.043137828331645
Nicaragua,Americas,1957,45.432,1358828,8.148276752903572
Nicaragua,Americas,1962,48.632,1590597,8.198189520758671
Nicaragua,Americas,1967,51.884,1865490,8.443200742989394
Nicaragua,Americas,1972,55.151,2182908,8.452887873378042
Nicaragua,Americas,1977,57.47,2554598,8.610022312119094
Nicaragua,Americas,1982,59.298,2979423,8.152007319489666
Nicaragua,Americas,1987,62.008,3344353,7.991586996194853
Nicaragua,Americas,1992,65.843,4017939,7.682552362984302
Nicaragua,Americas,1997,68.426,4609572,7.720028150766271
Nicaragua,Americas,2002,70.836,5146848,7.8138133630314375
Nicaragua,Americas,2007,72.899,5675356,7.919109238352224
Niger,Africa,1952,37.444,3379468,6.635788243943405
Niger,Africa,1957,38.598,3692184,6.728058357816719
Niger,Africa,1962,39.487,4076008,6.905518892833778
Niger,Africa,1967,40.118,4534062,6.960712834169096
Niger,Africa,1972,40.546,5060262,6.860882972662072
Niger,Africa,1977,41.291,5682086,6.695671681275859
Niger,Africa,1982,42.598,6437188,6.813139207169115
Niger,Africa,1987,44.555,7332638,6.504737208633439
Niger,Africa,1992,47.391,8392818,6.365065208267468
Niger,Africa,1997,51.313,9666252,6.363554187892443
Niger,Africa,2002,54.496,11140655,6.398718888915774
Niger,Africa,2007,56.867,12894865,6.4291982009074955
Nigeria,Africa,1952,36.324,33119096,6.982196347653054
Nigeria,Africa,1957,37.802,37173340,7.003604007379495
Nigeria,Africa,1962,39.36,41871351,7.048323398917519
Nigeria,Africa,1967,41.04,47287752,6.922165061584215
Nigeria,Africa,1972,42.821,53740085,7.437435338299622
Nigeria,Africa,1977,44.514,62209173,7.591837398751715
Nigeria,Africa,1982,45.826,73039376,7.363262941295014
Nigeria,Africa,1987,46.886,81551520,7.233476763519989
Nigeria,Africa,1992,47.472,93364244,7.39008773062707
Nigeria,Africa,1997,47.464,106207839,7.39322695564929
Nigeria,Africa,2002,46.608,119901274,7.387267554300202
Nigeria,Africa,2007,46.859,135031164,7.6078668045953535
Norway,Europe,1952,72.67,3327728,9.219837305010588
Norway,Europe,1957,73.44,3491938,9.363402434331544
Norway,Europe,1962,73.47,3638919,9.506764236629031
Norway,Europe,1967,74.08,3786019,9.702709302234608
Norway,Europe,1972,74.34,3933004,9.850353381089452
Norway,Europe,1977,75.37,4043205,10.056695619243195
Norway,Europe,1982,75.97,4114787,10.177272327465944
Norway,Europe,1987,75.89,4186147,10.359042766824459
Norway,Europe,1992,77.32,4286357,10.43310532706233
Norway,Europe,1997,78.32,4405672,10.628210052498586
Norway,Europe,2002,79.05,4535591,10.70737022080105
Norway,Europe,2007,80.196,4627926,10.806838731715855
Oman,Asia,1952,37.578,507833,7.511103732590244
Oman,Asia,1957,40.08,561977,7.715456532594046
Oman,Asia,1962,43.165,628164,7.980926029960471
Oman,Asia,1967,46.988,714775,8.459763780459888
Oman,Asia,1972,52.143,829050,9.270309583764263
Oman,Asia,1977,57.367,1004533,9.379943383210337
Oman,Asia,1982,62.728,1301048,9.46922096087072
Oman,Asia,1987,67.734,1593882,9.804507920669824
Oman,Asia,1992,71.197,1915208,9.83181467750998
Oman,Asia,1997,72.499,2283635,9.888478265118952
Oman,Asia,2002,74.193,2713462,9.892165543297152
Oman,Asia,2007,75.64,3204897,10.013067831605971
Pakistan,Asia,1952,43.436,41346560,6.5288305540161
Pakistan,Asia,1957,45.557,46679944,6.616176998426324
Pakistan,Asia,1962,47.67,53100671,6.688781449532241
Pakistan,Asia,1967,49.8,60641899,6.848438576441265
Pakistan,Asia,1972,51.929,69325921,6.95648732812959
Pakistan,Asia,1977,54.043,78152686,7.069807113458015
Pakistan,Asia,1982,56.158,91462088,7.27477738829213
Pakistan,Asia,1987,58.245,105186881,7.44113655053284
Pakistan,Asia,1992,60.838,120065004,7.586717052721257
Pakistan,Asia,1997,61.818,135564834,7.625278202910314
Pakistan,Asia,2002,63.61,153403524,7.646216322180451
Pakistan,Asia,2007,65.483,169270617,7.865551642363522
Panama,Americas,1952,55.191,940080,7.816167187884382
Panama,Americas,1957,59.201,1063506,7.993552776160787
Panama,Americas,1962,61.817,1215725,8.170904212141355
Panama,Americas,1967,64.071,1405486,8.39412324856288
Panama,Americas,1972,66.216,1616384,8.587511787501867
Panama,Americas,1977,68.681,1839782,8.585209186127738
Panama,Americas,1982,70.472,2036305,8.855036145032674
Panama,Americas,1987,71.523,2253639,8.858621577584552
Panama,Americas,1992,72.462,2484997,8.797660759301952
Panama,Americas,1997,73.738,2734531,8.869776692084349
Panama,Americas,2002,74.712,2990875,8.903275926932842
Panama,Americas,2007,75.537,3242173,9.191074535454053
Paraguay,Americas,1952,62.649,1555876,7.576767900473375
Paraguay,Americas,1957,63.196,1770902,7.6237175575337295
Paraguay,Americas,1962,64.361,2009813,7.672305093351506
Paraguay,Americas,1967,64.951,2287985,7.74039319601381
Paraguay,Americas,1972,65.815,2614104,7.833337898052313
Paraguay,Americas,1977,66.353,2984494,8.085909630329683
Paraguay,Americas,1982,66.874,3366439,8.356673110888163
Paraguay,Americas,1987,67.378,3886512,8.293768524342696
Paraguay,Americas,1992,68.225,4483945,8.341984933735649
Paraguay,Americas,1997,69.4,5154123,8.354062371457553
Paraguay,Americas,2002,70.755,5884491,8.23845083846387
Paraguay,Americas,2007,71.752,6667147,8.336351770041206
Peru,Americas,1952,43.902,8025700,8.231781456330422
Peru,Americas,1957,46.263,9146100,8.353557567588549
Peru,Americas,1962,49.096,10516500,8.508563660286962
Peru,Americas,1967,51.445,12132200,8.663558212362215
Peru,Americas,1972,55.448,13954700,8.68909856817114
Peru,Americas,1977,58.447,15990099,8.74533078849894
Peru,Americas,1982,61.406,18125129,8.769429696209459
Peru,Americas,1987,64.134,20195924,8.757931985584413
Peru,Americas,1992,66.458,22430449,8.39984576876673
Peru,Americas,1997,68.386,24748122,8.672203100343284
Peru,Americas,2002,69.906,26769436,8.684235288361398
Peru,Americas,2007,71.421,28674757,8.910438009810923
Philippines,Asia,1952,47.752,22438691,7.149038110291206
Philippines,Asia,1957,51.334,26072194,7.344683423023936
Philippines,Asia,1962,54.757,30325264,7.408259107628651
Philippines,Asia,1967,56.393,35356600,7.503359876278364
Philippines,Asia,1972,58.065,40850141,7.595575330552742
Philippines,Asia,1977,60.06,46850962,7.771996340804566
Philippines,Asia,1982,62.082,53456774,7.864525072341735
Philippines,Asia,1987,64.151,60017788,7.691490139969962
Philippines,Asia,1992,66.458,67185766,7.731634194216554
Philippines,Asia,1997,68.564,75012988,7.838554225884947
Philippines,Asia,2002,70.303,82995088,7.882662431421013
Philippines,Asia,2007,71.688,91077287,8.067926973126148
Poland,Europe,1952,61.31,25730551,8.301355313315165
Poland,Europe,1957,65.77,28235346,8.462579235836216
Poland,Europe,1962,67.64,30329617,8.58274722356042
Poland,Europe,1967,69.61,31785378,8.788311759671918
Poland,Europe,1972,70.85,33039545,8.9880098641775
Poland,Europe,1977,70.67,34621254,9.159903705735847
Poland,Europe,1982,71.32,36227381,9.042102887844724
Poland,Europe,1987,70.98,37740710,9.114088377723832
Poland,Europe,1992,70.99,38370697,8.954012414405344
Poland,Europe,1997,72.75,38654957,9.226172743914965
Poland,Europe,2002,74.67,38625976,9.392848501364389
Poland,Europe,2007,75.563,38518241,9.64146833273388
Portugal,Europe,1952,59.82,8526050,8.028885416179008
Portugal,Europe,1957,61.51,8817650,8.236042209684777
Portugal,Europe,1962,64.39,9019800,8.46124801779676
Portugal,Europe,1967,66.6,9103000,8.758022305999726
Portugal,Europe,1972,69.26,8970450,9.10744874133428
Portugal,Europe,1977,70.41,9662600,9.227441876090147
Portugal,Europe,1982,72.77,9859650,9.371935522271308
Portugal,Europe,1987,74.06,9915289,9.475723824873153
Portugal,Europe,1992,74.86,9927680,9.693214978056083
Portugal,Europe,1997,75.97,10156415,9.777982806309033
Portugal,Europe,2002,77.29,10433867,9.902031887069048
Portugal,Europe,2007,78.098,10642836,9.928650677345093
Puerto Rico,Americas,1952,64.28,2227000,8.0333209674497
Puerto Rico,Americas,1957,68.54,2260000,8.270565070964496
Puerto Rico,Americas,1962,69.62,2448046,8.538630683553107
Puerto Rico,Americas,1967,71.1,2648961,8.843510860778018
Puerto Rico,Americas,1972,72.16,2847132,9.118558551803602
Puerto Rico,Americas,1977,73.44,3080828,9.187125471433868
Puerto Rico,Americas,1982,73.75,3279001,9.242903312611743
Puerto Rico,Americas,1987,74.63,3444468,9.415836471789572
Puerto Rico,Americas,1992,73.911,3585176,9.591621190792461
Puerto Rico,Americas,1997,74.917,3759430,9.740935287188602
Puerto Rico,Americas,2002,77.778,3859606,9.844565558738122
Puerto Rico,Americas,2007,78.746,3942491,9.869346783112231
Reunion,Africa,1952,52.724,257700,7.907977257276984
Reunion,Africa,1957,55.09,308700,7.926404689345817
Reunion,Africa,1962,57.666,358900,8.062660732826064
Reunion,Africa,1967,60.542,414024,8.299329611239415
Reunion,Africa,1972,64.274,461633,8.526679763859006
Reunion,Africa,1977,67.064,492095,8.370965325348482
Reunion,Africa,1982,69.885,517810,8.569257865284124
Reunion,Africa,1987,71.913,562035,8.576099158461872
Reunion,Africa,1992,73.615,622191,8.716249901595493
Reunion,Africa,1997,74.772,684810,8.7114336699841175
Reunion,Africa,2002,75.744,743981,8.750867530828282
Reunion,Africa,2007,76.442,798094,8.945087873112389
Romania,Europe,1952,61.05,16630000,8.053446168247508
Romania,Europe,1957,64.1,17829327,8.2797910237128
Romania,Europe,1962,66.8,18680721,8.462736495799563
Romania,Europe,1967,66.8,19284814,8.77506531129337
Romania,Europe,1972,69.21,20662648,8.98862260399967
Romania,Europe,1977,69.46,21658597,9.14381558511826
Romania,Europe,1982,69.66,22356726,9.170071771492697
Romania,Europe,1987,69.53,22686371,9.17949689427738
Romania,Europe,1992,69.36,22797027,8.79458397519984
Romania,Europe,1997,69.72,22562458,8.901985761717766
Romania,Europe,2002,71.322,22404337,8.97276316493657
Romania,Europe,2007,72.476,22276056,9.288085884038223
Rwanda,Africa,1952,40,2534927,6.201165906014376
Rwanda,Africa,1957,41.5,2822082,6.292104918780773
Rwanda,Africa,1962,43,3051242,6.392709216179257
Rwanda,Africa,1967,44.1,3451079,6.236298578289071
Rwanda,Africa,1972,44.6,3992121,6.38110622884836
Rwanda,Africa,1977,45,4657072,6.507398005298783
Rwanda,Africa,1982,46.218,5507565,6.781705142358862
Rwanda,Africa,1987,44.02,6349365,6.742870278426945
Rwanda,Africa,1992,23.599,7290203,6.60268096099263
Rwanda,Africa,1997,36.087,7212583,6.380028473323383
Rwanda,Africa,2002,43.413,7852401,6.666516192580365
Rwanda,Africa,2007,46.242,8860588,6.760517193245892
Sao Tome and Principe,Africa,1952,46.471,60011,6.779448597183153
Sao Tome and Principe,Africa,1957,48.945,61325,6.7577888858379795
Sao Tome and Principe,Africa,1962,51.893,65345,6.976862521661787
Sao Tome and Principe,Africa,1967,54.425,70787,7.233340316690606
Sao Tome and Principe,Africa,1972,56.48,76595,7.334972259777932
Sao Tome and Principe,Africa,1977,58.55,86796,7.460238062852498
Sao Tome and Principe,Africa,1982,60.351,98593,7.544447507215055
Sao Tome and Principe,Africa,1987,61.728,110812,7.324177113667596
Sao Tome and Principe,Africa,1992,62.742,125911,7.264574682286113
Sao Tome and Principe,Africa,1997,63.306,145608,7.199735129739869
Sao Tome and Principe,Africa,2002,64.337,170372,7.210147911131397
Sao Tome and Principe,Africa,2007,65.528,199579,7.376780360230913
Saudi Arabia,Asia,1952,39.875,4005677,8.77331568155375
Saudi Arabia,Asia,1957,42.868,4419650,9.006704214184872
Saudi Arabia,Asia,1962,45.914,4943029,9.361035352030672
Saudi Arabia,Asia,1967,49.901,5618198,9.735249290557134
Saudi Arabia,Asia,1972,53.886,6472756,10.120107014183576
Saudi Arabia,Asia,1977,58.69,8128505,10.439037864475624
Saudi Arabia,Asia,1982,63.012,11254672,10.425050580994759
Saudi Arabia,Asia,1987,66.295,14619745,9.961674445976238
Saudi Arabia,Asia,1992,68.768,16945857,10.12027566154345
Saudi Arabia,Asia,1997,70.533,21229759,9.932400038678859
Saudi Arabia,Asia,2002,71.626,24501530,9.852959290699694
Saudi Arabia,Asia,2007,72.777,27601038,9.982983892824338
Senegal,Africa,1952,37.278,2755589,7.2795650002859755
Senegal,Africa,1957,39.329,3054547,7.357334879226639
Senegal,Africa,1962,41.454,3430243,7.411549473890668
Senegal,Africa,1967,43.563,3965841,7.385481903975178
Senegal,Africa,1972,45.815,4588696,7.376327919852211
Senegal,Africa,1977,48.879,5260855,7.3535745064140245
Senegal,Africa,1982,52.379,6147783,7.325465102969886
Senegal,Africa,1987,55.769,7171347,7.2735926236366195
Senegal,Africa,1992,58.196,8307920,7.221031534804262
Senegal,Africa,1997,60.187,9535314,7.238761422987137
Senegal,Africa,2002,61.6,10870037,7.326225625834978
Senegal,Africa,2007,63.062,12267493,7.445693299055102
Serbia,Europe,1952,57.996,6860147,8.183525663360221
Serbia,Europe,1957,61.685,7271135,8.513404200447454
Serbia,Europe,1962,64.531,7616060,8.746657390404753
Serbia,Europe,1967,66.914,7971222,8.986159666253233
Serbia,Europe,1972,68.7,8313288,9.261229996449995
Serbia,Europe,1977,70.3,8686367,9.47121657290302
Serbia,Europe,1982,70.162,9032824,9.627806031231179
Serbia,Europe,1987,71.218,9230783,9.672241168636095
Serbia,Europe,1992,71.659,9826397,9.14046156223323
Serbia,Europe,1997,72.232,10336594,8.976429094212028
Serbia,Europe,2002,73.213,10111559,8.886834245991238
Serbia,Europe,2007,74.002,10150265,9.18876271106754
Sierra Leone,Africa,1952,30.331,2143249,6.779680669058424
Sierra Leone,Africa,1957,31.57,2295678,6.912229690854728
Sierra Leone,Africa,1962,32.767,2467895,7.018079345116951
Sierra Leone,Africa,1967,34.113,2662190,7.095100417267865
Sierra Leone,Africa,1972,35.4,2879013,7.210641009369533
Sierra Leone,Africa,1977,36.788,3140897,7.206588811385204
Sierra Leone,Africa,1982,38.445,3464522,7.289617882516225
Sierra Leone,Africa,1987,40.006,3868905,7.165839464658583
Sierra Leone,Africa,1992,38.333,4260884,6.974194752788752
Sierra Leone,Africa,1997,39.897,4578212,6.35375795368416
Sierra Leone,Africa,2002,41.012,5359092,6.550351087778671
Sierra Leone,Africa,2007,42.568,6144562,6.759882401238381
Singapore,Asia,1952,60.396,1127000,7.7472246740250625
Singapore,Asia,1957,63.179,1445929,7.952651835915101
Singapore,Asia,1962,65.798,1750200,8.209236455860903
Singapore,Asia,1967,67.946,1977600,8.512666670159028
Singapore,Asia,1972,69.521,2152400,9.059256541455326
Singapore,Asia,1977,70.795,2325300,9.324569498193135
Singapore,Asia,1982,71.76,2651869,9.627019772197864
Singapore,Asia,1987,73.56,2794552,9.844879719913733
Singapore,Asia,1992,75.788,3235865,10.117384130063584
Singapore,Asia,1997,77.158,3802309,10.419881939915639
Singapore,Asia,2002,78.77,4197776,10.491915828228683
Singapore,Asia,2007,79.972,4553009,10.760944625212437
Slovak Republic,Europe,1952,64.36,3558137,8.532014630028257
Slovak Republic,Europe,1957,67.45,3844277,8.714939010321517
Slovak Republic,Europe,1962,70.33,4237384,8.920136134605492
Slovak Republic,Europe,1967,70.98,4442238,9.03752180603338
Slovak Republic,Europe,1972,70.35,4593433,9.177214480708518
Slovak Republic,Europe,1977,70.45,4827803,9.298595179252525
Slovak Republic,Europe,1982,70.8,5048043,9.336844895758885
Slovak Republic,Europe,1987,71.08,5199318,9.395762747924133
Slovak Republic,Europe,1992,71.38,5302888,9.158885772263838
Slovak Republic,Europe,1997,72.71,5383010,9.403126207562439
Slovak Republic,Europe,2002,73.8,5410052,9.520672365069794
Slovak Republic,Europe,2007,74.663,5447502,9.835118469488423
Slovenia,Europe,1952,65.57,1489518,8.346414773352521
Slovenia,Europe,1957,67.85,1533070,8.676293310365535
Slovenia,Europe,1962,69.15,1582962,8.909546500352526
Slovenia,Europe,1967,69.18,1646912,9.149048776213318
Slovenia,Europe,1972,69.82,1694510,9.424119105950727
Slovenia,Europe,1977,70.97,1746919,9.634105683227947
Slovenia,Europe,1982,71.063,1861252,9.790695141408419
Slovenia,Europe,1987,72.25,1945870,9.835130278300156
Slovenia,Europe,1992,73.64,1999210,9.562033101973185
Slovenia,Europe,1997,75.13,2011612,9.750400901845707
Slovenia,Europe,2002,76.66,2011497,9.935955679749666
Slovenia,Europe,2007,77.926,2009245,10.156898687468367
Somalia,Africa,1952,32.978,2526994,7.035048365524381
Somalia,Africa,1957,34.977,2780415,7.137395610840445
Somalia,Africa,1962,36.981,3080153,7.222192471689864
Somalia,Africa,1967,38.977,3428839,7.158306333745384
Somalia,Africa,1972,40.973,3840161,7.1345530471060234
Somalia,Africa,1977,41.974,4353666,7.280003092981144
Somalia,Africa,1982,42.955,5828892,7.07056014394647
Somalia,Africa,1987,44.501,6921858,6.99690558291905
Somalia,Africa,1992,39.658,6099799,6.831910734443653
Somalia,Africa,1997,43.795,6633514,6.835825701449175
Somalia,Africa,2002,45.936,7753310,6.782284820184787
Somalia,Africa,2007,48.159,9118773,6.831026564620053
South Africa,Africa,1952,45.009,14264935,8.460685384215294
South Africa,Africa,1957,47.985,16151549,8.610155930682131
South Africa,Africa,1962,49.951,18356657,8.66020718223198
South Africa,Africa,1967,51.927,20997321,8.869887137628433
South Africa,Africa,1972,53.696,23935810,8.957505699051607
South Africa,Africa,1977,55.527,27129932,8.990771852488555
South Africa,Africa,1982,58.161,31140029,9.055820684007127
South Africa,Africa,1987,60.834,35933379,8.965184236453895
South Africa,Africa,1992,61.888,39964159,8.885312098817042
South Africa,Africa,1997,60.236,42835005,8.919879541550007
South Africa,Africa,2002,53.365,44433622,8.950396214406169
South Africa,Africa,2007,49.339,43997828,9.134501743962709
Spain,Europe,1952,64.94,28549870,8.251672985119047
Spain,Europe,1957,66.66,29841614,8.426130508412129
Spain,Europe,1962,69.69,31158061,8.647140848951375
Spain,Europe,1967,71.44,32850275,8.986385528403389
Spain,Europe,1972,73.06,34513161,9.27225839792593
Spain,Europe,1977,74.39,36439000,9.490765262419163
Spain,Europe,1982,76.3,37983310,9.54152508065564
Spain,Europe,1987,76.9,38880702,9.665546501886613
Spain,Europe,1992,77.57,39549438,9.83108160526978
Spain,Europe,1997,78.77,39855442,9.925508255337956
Spain,Europe,2002,79.78,40152517,10.120028219106631
Spain,Europe,2007,80.941,40448191,10.268861777269361
Sri Lanka,Asia,1952,57.593,7982342,6.987981382145385
Sri Lanka,Asia,1957,61.456,9128546,6.977791101606424
Sri Lanka,Asia,1962,62.192,10421936,6.979584619883523
Sri Lanka,Asia,1967,64.266,11737396,7.034840977934542
Sri Lanka,Asia,1972,65.042,13016733,7.1011779316378885
Sri Lanka,Asia,1977,65.949,14116836,7.206952534741823
Sri Lanka,Asia,1982,68.757,15410151,7.407366124952757
Sri Lanka,Asia,1987,69.011,16495304,7.537305802444621
Sri Lanka,Asia,1992,70.379,17587060,7.674960783534783
Sri Lanka,Asia,1997,70.457,18698655,7.8877631661402665
Sri Lanka,Asia,2002,70.815,19576783,8.011480750687628
Sri Lanka,Asia,2007,72.396,20378239,8.286545405382396
Sudan,Africa,1952,38.635,8504667,7.387703749585776
Sudan,Africa,1957,39.624,9753392,7.478925244725132
Sudan,Africa,1962,40.87,11183227,7.580492469008187
Sudan,Africa,1967,42.858,12716129,7.431298277643077
Sudan,Africa,1972,45.083,14597019,7.414363687784394
Sudan,Africa,1977,47.8,17104986,7.697570091681862
Sudan,Africa,1982,50.338,20367053,7.547261186070939
Sudan,Africa,1987,51.744,24725960,7.3184196202892595
Sudan,Africa,1992,53.556,28227588,7.308004838397601
Sudan,Africa,1997,55.373,32160729,7.397690671793448
Sudan,Africa,2002,56.369,37090298,7.597596156741887
Sudan,Africa,2007,58.556,42292929,7.864187451932577
Swaziland,Africa,1952,41.407,290243,7.04610459450442
Swaziland,Africa,1957,43.424,326741,7.1266565356758464
Swaziland,Africa,1962,44.992,370006,7.526277036225904
Swaziland,Africa,1967,46.633,420690,7.868293172149886
Swaziland,Africa,1972,49.552,480105,8.121134689637175
